rating,date,content
1.0,2023.10.11.,에버랜드 많이 변했네요 몇년전엔 연간회원도 끊고 재밌게 다녔는데 실망했어요.. 당분간 안 갈 듯 싶습니다 QR입장이랑 스마트줄서기 시스템(1개만 예약가능) 때문에 인기 없는 놀이기구는 줄이 없어도 못 타고.. 현장줄서기 가능한 2시까지 방황했네요 웃돈주고 Q패스 끊지 않는이상 제대로 즐기지 못하게 되어있어요 장미정원엔 푸드트럭 들어와있는데 테이블 많아서 꽃도 잘 안 보이고 술냄새 나고.. 가족끼리 갔다가 발만 아프게 돌아다니고 좋은 추억 못 남겼습니다ㅜ 지쳐서 카페에 앉아 있는데 엎드려 자는 가족들이 많더라고요.. 저희 가족만 힘들고 실망스러웠던 건 아닌 것 같습니다
1.0,2023.10.10.,불꽃놀이 한다면서 쓸데없는 애니메이션 생겼네요. 시작하고 강제로 20분가까이 무대화면 시청시킴. 불꽃은 겨우 5분.기획하신분 폭죽 원가절감으로 고과 잘받으셨겠네요~ 날씨춥고 사람들 머리때문에 화면도 안보이고 사람들 반응도 작년에 비해 좋진않네요. 예전처럼 시간되면 폭죽이나 쐈으면합니다. 참고로 작년엔 시작하고 10분넘게 쐈어요. 런타임도 15분내외였구요. 꼼수쓰지맙시다.
5.0,2023.10.09.,에버랜드 대박이예요
5.0,2023.10.09.,바오가족들이 진짜 귀여웠어요😍
1.0,2023.10.08.,"에버랜드 한번가보겠다고 연휴때 사람에 치이다가 점심도 안먹고 돌아왔습니다.
시설도 노후되고 감흥도없고 티켓  할인가도비싼데 사파리 보겠다고 돈♪♪♪♬왔네요 큐패쓰는이용했지만 금액만큼 아니었고 스마트줄서기는 무슨의미가있는건지 남들이 안타는거 주서먹는 기분이랄까
수용 인원대비  시설을 늘리거나 대안이필요해보입니다.
새벽에 입장3시간전 기다려서 스마트줄서기 아니면 비추입니다.
돌아오는길에  너무  허무했습니다."
5.0,2023.10.07.,장미정원옆에서 세계 BBQ 이벤트할때 굿굿😍
5.0,2023.10.06.,20대때 알바할때 생각나네 아 그립다. 벌써 15년전이네 그때 알바생 동기들 잘 살고있나
5.0,2023.10.01.,에버랜드는 우리나라 최고죠
1.0,2023.09.30.,주차지옥 그 자체네요. 10곳 넘게 가본 놀이 공원 주차장 중 최악으로 불편합니다. 다른 놀이 시설 한번이라도 가서 제발 벤치마킹이라도 하였으면 하네요.
4.0,2023.09.30.,에버랜드 너무 재밌고 좋은데 스마트 줄서기 안하면 2시 넘어서 가야하는 놀이기구는 별루에요ㅠ
5.0,2023.09.27.,언제와도 재미있네용
5.0,2023.09.26.,말할필요가 있나ㅋㅋ
5.0,2023.09.26.,에버랜드 안 간지 오래되서 이번 제 생일 때 갈 예정이예요~ 가서 너무 기대되요!
3.0,2023.09.25.,에버랜드 어트랙션은 아주 재밌는데 비온후 롤링엑스 트레인을 탈려고 갔더니 알바생이 비와서 점검한다는 핑계를 대며 안열어줬음..
5.0,2023.09.22.,물고기 있는곳을 제일 좋아하는군요 ㅎ
5.0,2023.09.14.,눈치싸움 성공하면 꿀잼 ㅋㅋ
5.0,2023.09.13.,아기랑 가기 좋아요 ~
5.0,2023.09.06.,환상의나라 너무 재미있었어요
5.0,2023.09.02.,자연농원
5.0,2023.09.02.,"명실상부 대한민국 최고의 놀이동산. 퍼레이드 및 행사, 어트랙션, 동물원, 규모, 굿즈 모두 최고. 다만 놀이기구 좀 더 지어주세요. 몇 년째 변화가 없어서 정기권 이용자로서 놀이기구는 슬슬 지루해짐"
5.0,2023.08.29.,아기와 놀기에도 좋네요
5.0,2023.08.27.,"무서운 어트렉션을 못타서, 여름한정 워터밤이 있다고 왔는데, 대만족 이었습니다~ 제 개인적으로, 워터밤 > 수퍼윙스 애니멀톡 > 로스트 밸리 > 아마존 > 팬더월드 순 입니다."
5.0,2023.08.23.,바오들아 늘 사랑해!
5.0,2023.08.23.,"돈만 있으면 꿈과 환상의 나라가 될 수 있는 곳이지만 동물들도 잘 보고 왔고(푸바오는 하루죙일 잠만 자네요) 놀이기구도 많이 타고 왔습니다ㅎㅎ
큐패스가 논란이 있긴하지만 ""돈으로 시간을 산다""가 정말 딱 들어맞는 패스권이었습니다;;
동물들의 건강상태는 일반 동물원보다 더 괜찮아보이네요.
서울에서 에버랜드까지 한번에 가는 버스들도 있어서 접근성이 점점 좋아지고 있어 기회가 되면 또 놀러오고싶네요ㅎㅎ"
5.0,2023.08.22.,"놀이기구 못타는데 다른곳 가볼곳도 많아요~!
동물원도 크고, 재밌어요~!"
5.0,2023.08.19.,음식 가격이 살벌하지만 맛있음
4.0,2023.08.19.,부족한 점은 있지만 우리나라 최고의 놀이동산
5.0,2023.08.15.,제일 피크 때 가서 놀이기구는 거의 못탔지만 역시 에버랜드는 최고
5.0,2023.08.12.,"에버랜드 아가랑 갔는데 
내가 더 재미었다
좀 더 크면 또가야지 
큐패스가 짱이다"
5.0,2023.08.09.,귀여운 바오가족 만날수있다
5.0,2023.08.07.,찜통에도 사람이 잔뜩 직원분들 힘드실텐데 텐션 높으신 거 너무 대단해요 힘내세요!
5.0,2023.08.07.,역시 에버랜드.
5.0,2023.08.07.,아이들이 좋아하지만 멀어서 자주 못 오네요
5.0,2023.08.06.,여름 이벤트 넘 재밌어요!!!! 또 갈거에요
4.0,2023.08.05.,"아이와 함께 에베랜드는 진리~ 사파리 구경, 놀이기두도 타고 재미 있어요"
5.0,2023.08.05.,더운날씨 사람도 많네용. 푸바오 보고왔어용.
5.0,2023.08.04.,판다월드에선 조용히 관람합시다~
5.0,2023.08.04.,재이있ㄱㅔ 놀수있어 참좋아요
5.0,2023.08.03.,"There’s separate ticket office for the foreigners, and the tickets are cheaper for us. Buy your tickets there at the park. Also, we took the Bus 5002B from Gangnam, which is super easy. Getting to Everland was easy fro there, but there will be a long line waiting for 5002B at night going back. There are double decker 5002B’s that can fit whole lot of people. Still, line will be long. There is a different bus that takes you to Sadang-Station, which is less in demand. Some people didn’t want to wait in long line and got onto that bus instead. Of course, if you are driving there, ignore this tip."
5.0,2023.08.03.,오랜만에 가족들과 에버랜드 다녀왔는데 재미있게 놀다왔네요^^
5.0,2023.08.03.,여러동무리 만타
5.0,2023.08.02.,캐리비안베이와 에버랜드 둘 다 갔습니다! 역시 여름에는 해지고 나서 에버랜드 가는게 훨씬 좋더라구요!! 6시에 입장해서 불꽃놀이까지 보고 왔습니다. 놀이기구도 3개나 타고 저녁도 맛있게 먹었습니다!!
5.0,2023.08.02.,아이들이 놀것이 많고 직원분들도 재미있게해주셔서 별5개드립니다.
5.0,2023.07.26.,"서울 잠실에있는 타 놀이동산도 좋지만, 어트랙션 및 이벤트 공연을 비교하면 에버랜드가 좀더 우세. 5월 및 10월이면 무조건가야함. 주차도편하고 매년가고싶어지는곳"
5.0,2023.07.25.,ㅛ
5.0,2023.07.23.,밤밤맨이 나가신다 길을비켜라 너무 중독성있당 내귀 고생중
5.0,2023.07.22.,"재밌었습니다
원래 비 예보가 있었던 날이라 T익스 10분 기다려서 타고 그랬네요"
5.0,2023.07.18.,에버랜드 좋죠 위가 너무 뚫려있어서 여름은 너무덥넹ᆢㄷ
5.0,2023.07.18.,내년에도 가고싶은 곳.
5.0,2023.07.16.,재밌었어요.
5.0,2023.07.15.,"난생 처음 야간개장 + 장미축제에 갔었어요.
장미가 흐드러져 향기도 좋았고 각 나라에서 온 대표 장미 구경도 할 수 있었어요.
약간 추웠지만 야간개장 볼만했어요.
좀 더 늦게 입장하는 것도 추천해요."
5.0,2023.07.12.,탈것도 많고 넓어서 좋아요!
5.0,2023.07.10.,그냥 좋음
5.0,2023.07.08.,⠀⠀⠀  ⠀⠀⠀
5.0,2023.07.02.,푸바오도 보고 아이랑 놀이기구도 실컷타고왔어요
5.0,2023.07.01.,에버랜드 티타남 김희원 점장님 보고 싶어요.
4.0,2023.07.01.,화장실서 전담 몰래 피는 ♪♬♬♩관리만 좀되면 더 좋을듯
5.0,2023.06.29.,판다 보러 또 가고싶은 에버랜드 🥹
3.0,2023.06.29.,애들은 어른흉내 어른은 애들흉내 아이러니한 곳
5.0,2023.06.29.,다음에 또 가고 싶어요!! 추천합니다
4.0,2023.06.27.,"폭염이라서 날이 많이 더웠어요.
휴대용 선풍기 꼭 챙기시길!
슬러쉬랑 음료는 대체적으로 맛있었는데 와플 맛이 또르륵.."
5.0,2023.06.26.,"사람이 많아서 많이는 타지 못하였지만 재미있었음









(9월)"
5.0,2023.06.23.,편하게이용했습니다
4.0,2023.06.18.,말해뭐해
1.0,2023.06.18.,기념품 샵에서 산 4만9천원짜리 사파리 변신로봇 장난감 합체가 안됨 ㅋㅋ 아 진짜 다시 갈수도 없고 이거는 사지 마요  5만원 꽁으로 날리고 아이도 슬프고 ㅋㅋㅋ
4.0,2023.06.17.,아마존 흠뻑젖고 판다들 귀엽고 썬더폴스 무섭고 카니발퍼레이드 예술적이고 로스트밸리는 대기도 재미있는데 한가지 단점이 사파리 대기가 긴데 로스트밸리와 반대로 엄청 재미없음
4.0,2023.06.16.,"자주 가서 그런가 특별한 감흥은 없고
이번에 애들 키가 130이 넘어서 그 동안
키 때문에 못 탔던 놀이 기구 다 탈 수 있어서
너무 좋아하더라고요.ㅋㅋ
아침 9시 30분부터 저녁 10시까지 놀으니
애들 집에 오니 기절하더군요."
5.0,2023.06.15.,"놀이공원
조왕"
